用户ID,购买次数
784076,2
784085,3
784102,4
784106,4
784108,3
784115,1
784116,1
784117,4
784127,1
784130,1
784139,3
784143,1
784147,2
784148,1
78415,2
784155,1
784167,4
784175,4
784184,1
78419,1
784196,1
7842,1
784202,2
784216,3
784219,5
784223,6
784225,7
784229,1
784232,3
784236,1
784246,4
784247,3
784256,6
784262,2
784268,5
784273,3
784275,1
78428,4
784290,1
784301,1
784304,1
784310,2
784320,1
784331,1
784347,4
784364,1
784374,2
784378,7
784380,2
784386,4
784390,1
784398,1
7844,1
784404,5
78441,3
784412,4
784425,1
784429,1
784455,2
784458,1
78446,1
784468,1
784469,4
784480,4
784482,4
784491,6
784497,1
784501,4
784508,1
784511,1
784514,15
784520,3
784523,2
784526,6
784535,2
784537,3
784542,1
784553,6
784571,1
784572,4
784573,1
78459,3
784606,26
784609,7
784619,1
784634,9
784663,9
784673,2
784675,6
784682,4
784683,1
784687,4
78469,1
784698,2
784699,2
784711,1
784717,8
784722,2
784723,3
784729,7
78473,2
784730,1
784732,2
784737,2
784739,2
784741,4
784752,3
784753,8
784754,1
784756,3
78476,1
784761,3
784763,2
784769,1
78477,1
784785,3
784796,6
784798,1
784807,1
78481,3
784813,1
784817,4
78482,1
784823,13
784833,5
784837,5
784858,2
784865,1
784871,2
78488,1
784880,2
784890,3
784893,9
784896,1
784899,1
784904,2
784910,3
784913,2
784920,2
784933,1
784938,16
784955,2
784956,1
784959,4
784963,1
784967,1
784980,3
784986,1
784990,4
78500,1
785007,4
785011,2
785012,1
785018,2
785019,7
785020,4
785025,3
785026,1
785032,7
785035,4
78504,1
785048,2
785056,5
785062,3
78507,1
785070,1
785085,6
785091,1
785092,3
785101,2
785111,3
785112,1
785120,2
785127,1
78513,1
785133,1
785138,1
785145,2
785155,1
785175,2
785182,2
78519,3
785192,13
785196,1
785198,4
785205,2
785207,2
785209,2
785210,2
785215,9
785224,4
785238,2
785239,7
785243,1
785244,2
785251,2
785256,3
785267,1
785271,2
785272,2
785284,3
785288,2
785291,6
78530,2
785302,2
785307,2
785311,1
785316,2
785320,1
785327,7
785333,3
785336,3
785342,2
785353,4
785357,2
785360,6
785364,2
78537,1
785371,5
785393,1
785401,3
785418,1
785419,2
785420,1
785421,5
785429,1
785448,1
785460,3
785464,2
785478,2
78548,4
785486,1
785487,3
785497,3
785500,2
785501,1
78551,6
785517,7
785540,2
785543,1
785551,3
785559,3
785570,1
785577,2
78558,8
785581,3
785588,1
785598,1
785601,3
785620,7
785625,2
785626,9
785632,8
785643,1
785650,4
785659,3
785660,3
785664,1
785668,3
785680,4
785684,1
785693,1
785694,1
785696,4
785710,2
785715,1
785728,1
785732,1
785745,3
785785,1
785790,1
785803,2
785806,1
785807,2
785808,4
785811,17
785817,5
785820,8
785832,1
785833,2
785839,2
785840,1
785842,3
785849,2
785850,4
785851,1
785858,5
785863,1
785871,5
785879,2
785893,3
785894,1
785901,3
785903,1
785927,5
78593,7
785947,1
785948,1
785951,1
785956,2
785975,1
785977,2
78598,2
785988,2
785990,20
785991,7
785996,4
785997,2
785998,2
786001,2
786003,2
786033,2
786035,4
786037,3
786038,3
786043,1
786044,1
786045,1
786046,1
786048,5
786049,7
786054,3
786060,1
786061,4
786073,1
786083,2
786085,1
786087,3
7861,4
786103,3
786104,4
786111,6
786116,2
786129,1
786137,6
786159,1
786160,2
786167,1
786170,2
786180,1
786181,2
78619,2
786202,9
786218,5
786226,4
786232,2
786245,1
786246,1
786258,1
786260,2
786268,1
786280,1
786287,2
786302,2
786306,1
786307,2
78632,3
786339,6
786345,8
786348,2
786350,7
786351,1
786360,1
786377,4
786384,2
786385,1
786387,1
786388,2
786397,1
786398,1
786400,1
786406,1
786408,5
786413,1
786415,1
786420,3
786421,6
786424,1
786428,4
786432,4
786440,1
786446,1
786457,9
786458,4
786461,3
786464,4
786469,6
786475,2
786485,1
786487,1
78649,3
786496,3
786498,10
786500,1
786502,6
786503,6
786509,5
786529,7
786530,1
786539,1
78654,1
786546,1
786548,2
786552,1
786553,2
786554,2
786574,2
786576,1
786582,6
786593,1
7866,1
786605,14
786609,1
786612,2
786618,2
786627,9
78663,5
786631,1
786632,1
786634,4
786649,4
786656,3
786663,2
786664,2
786667,2
786668,2
786678,3
786683,7
786684,1
786688,3
786691,2
786697,2
7867,3
786701,1
786714,2
786716,5
786717,14
786722,9
786725,1
786726,4
786734,1
786749,2
786752,5
78677,2
786770,1
786783,2
78680,2
786803,4
786805,1
786808,1
786813,7
786818,2
786824,1
786836,4
78684,4
786848,1
786855,2
786856,3
786869,5
786871,1
786873,1
786876,1
786885,5
786897,1
786913,5
786918,6
786919,4
786925,1
786930,2
786934,1
786972,1
786981,6
786983,5
786991,4
787002,5
787003,1
787013,1
787017,5
787018,1
787019,1
787020,6
787040,2
787042,2
787077,1
787085,2
78710,2
787113,4
787117,5
787118,2
787133,4
787135,1
787136,1
787153,1
787156,4
787158,1
787162,10
78717,2
787178,1
787180,9
787195,6
787210,1
787225,2
787228,2
787242,2
787250,5
787256,4
787257,3
787263,6
787264,6
787271,3
787275,4
787280,5
787284,1
787285,3
787293,2
787298,3
7873,2
787312,1
78732,2
787320,9
787322,1
787337,11
787338,1
787348,1
787355,5
787359,2
787362,1
787367,15
787396,4
787398,5
78740,3
787403,4
787406,4
787413,2
787417,3
787419,5
787421,3
787443,1
787471,6
78748,2
787481,1
787487,8
787491,1
787525,4
787526,4
787528,5
787530,4
787541,1
787552,1
787555,2
787561,5
787574,5
787580,2
787584,7
787591,6
787597,2
78760,1
787611,4
787613,5
787622,2
787628,2
787641,7
787644,1
787645,2
787646,2
787657,1
787661,2
787662,1
78767,4
787676,4
787689,10
787708,1
787717,3
787723,12
787724,3
787735,2
78774,2
787743,2
787762,2
787765,4
787771,3
787780,4
787788,1
787792,4
787794,1
787805,2
787822,1
787827,1
787829,4
787832,2
787844,4
787851,4
787853,4
787854,2
787862,1
787865,3
787874,1
787879,3
78788,3
787881,2
787888,2
787891,1
787892,1
787905,2
787908,2
787909,4
787910,2
787912,2
787915,4
787917,13
787918,3
787922,1
787926,3
787930,3
787933,2
787937,1
787946,2
787949,1
78795,1
787961,1
787975,6
787991,1
788009,2
788032,1
788033,2
788035,2
788039,1
78804,4
78806,2
788070,3
788074,2
788075,1
788082,1
788094,4
788101,5
788109,3
788110,1
788112,3
788119,8
788122,1
788128,1
788137,3
788141,6
788146,2
788153,3
788155,1
78816,1
788161,1
788162,4
788164,1
788172,4
788178,1
788191,3
788199,3
7882,2
788211,1
788213,1
78822,1
788229,1
788238,4
788245,3
788247,2
788251,1
78826,2
788268,3
788273,1
788279,8
788280,2
788289,1
788291,6
788297,2
788313,3
788321,6
788340,2
788345,1
788357,3
788359,2
788360,6
788373,2
788388,1
788389,2
78839,1
788393,6
78840,13
788414,2
788415,1
788422,3
788431,1
788443,3
788461,3
788466,1
788467,2
788468,1
788486,4
78850,1
788513,1
78853,1
788541,13
788545,1
788554,4
78856,3
788570,1
788578,2
788581,3
788582,2
788586,3
788587,1
788591,3
788592,1
788606,2
788608,3
788633,3
788638,1
788640,2
788646,2
788651,1
788661,1
788664,2
788674,6
788675,2
788677,7
788680,4
788681,1
788701,5
788702,2
788705,1
788707,1
788709,1
788713,1
788715,1
788719,3
788720,2
788739,1
788744,1
788761,3
788768,20
78877,4
78878,7
788790,19
788792,1
788795,3
788799,4
788801,4
78882,7
788828,1
788834,12
788841,3
788848,2
788851,4
788863,1
788864,2
788869,1
788876,11
788877,1
788881,3
788884,4
788885,1
788889,3
78889,1
788892,2
788902,1
788910,2
788935,1
788941,3
788946,1
788961,4
788963,3
788964,3
788968,4
78898,1
788983,2
788990,5
78900,2
789002,1
789018,4
789027,1
789045,1
789053,1
789058,2
789061,1
789069,4
789071,2
789075,1
789078,1
789086,7
78909,10
789102,4
789103,1
789116,1
789118,2
789127,1
789129,2
789130,2
789141,3
789152,4
789153,5
789154,3
789155,2
789167,1
789169,2
789183,1
789186,2
789188,1
789190,5
789201,4
789205,1
789237,2
789238,3
789247,1
789260,1
789291,2
789297,10
789305,4
789306,6
789318,2
789337,5
789341,1
789348,2
789362,1
789363,6
789366,4
789375,1
789389,2
789404,3
789417,2
78942,4
789429,1
789439,1
78946,9
789465,3
789474,1
789479,1
789480,1
789488,2
78949,2
789496,1
789504,3
789512,1
789514,2
789522,1
789526,3
789543,4
789562,1
789573,1
789577,2
789581,1
789607,2
789609,4
789610,2
789613,1
789630,2
789637,1
789652,2
789655,1
789656,1
789716,3
789737,4
789742,1
789744,1
789755,2
789757,2
789758,1
789767,3
789768,3
789774,6
789775,1
789787,6
789798,1
789813,1
789814,4
789819,4
789821,1
789829,4
789838,2
789843,3
789845,1
789846,1
789848,1
789855,1
789871,2
789875,2
789877,2
789890,2
789891,3
789896,1
789900,1
789904,2
789908,3
789927,1
789936,2
789937,3
789939,3
789940,14
789951,4
789957,1
789972,1
789976,2
789983,1
789988,2
78999,2
789992,1
790007,5
790022,3
790033,2
790034,1
790054,9
790059,1
790068,3
790069,5
79007,2
790074,9
79009,1
790094,10
790100,2
790105,2
790106,2
79011,3
790117,3
790124,1
790138,3
79015,1
790151,3
790152,8
790155,4
790165,2
790180,2
790195,3
790208,6
790216,2
790217,2
790221,1
790223,3
790226,1
790230,2
790238,2
79024,3
790244,2
790247,1
790248,2
790251,1
790269,2
790295,1
790297,1
790300,1
790313,1
79032,6
790321,1
790323,5
790324,1
790325,4
790337,2
790358,3
790370,7
790372,1
790377,1
790398,2
790413,5
790433,1
790441,2
790453,7
790467,2
790469,2
790472,3
790480,4
790490,4
790492,2
790499,2
790519,3
790526,2
790527,2
790530,3
790539,2
790547,1
79055,2
790551,2
790555,4
790567,1
790574,3
790576,4
790578,7
790589,2
790603,1
790610,1
790616,3
790622,2
790625,1
790634,1
79064,6
790644,2
790645,1
790649,1
790659,7
790668,3
790683,1
790693,4
790695,2
790715,2
790720,1
790735,1
790742,1
790744,1
79075,3
790756,2
790773,4
79078,2
790783,1
790792,6
790831,1
790837,17
790858,4
790865,5
790867,2
79087,2
790873,7
790876,6
790879,4
79088,1
790880,2
790884,1
790887,1
790908,1
79091,8
790912,2
790951,4
790955,2
790959,2
790967,3
790979,3
79098,1
790980,1
790981,1
790997,2
791,5
79101,1
791016,1
791026,1
791031,1
791032,2
791039,13
79104,1
791040,1
791049,1
791052,1
791064,1
791071,1
791094,3
791109,3
791115,1
791118,7
791127,6
791137,3
791162,2
791168,3
791170,4
791177,1
791181,5
791189,4
791198,1
791202,1
791213,1
791216,4
791243,1
791247,5
791261,4
791262,3
791265,1
791278,3
791286,4
791322,4
791324,13
791325,1
791327,1
791334,1
791337,2
79135,2
791351,2
791356,1
791360,1
791368,3
791374,6
79141,5
791410,1
79142,8
791426,1
79145,1
791461,1
791465,11
791466,1
791471,7
791478,1
791480,5
791489,2
791492,3
791494,3
791510,15
791512,3
791514,2
791528,2
791532,2
791534,1
791535,18
791536,2
791542,1
791551,2
791565,1
791578,1
79158,2
791582,2
791584,1
791605,1
791612,3
791637,3
791638,1
791646,4
791655,2
79166,3
79168,1
791686,2
79169,1
791690,5
7917,1
791712,3
791729,1
791732,1
791734,2
791747,2
791750,10
791751,2
791756,4
791758,1
791761,4
791762,3
791767,2
791778,6
791779,1
791790,4
791791,1
791814,3
791820,1
791821,4
791822,7
791824,8
791830,1
791835,4
791838,14
791844,1
791847,3
79185,3
791851,2
791860,1
791874,15
791876,1
791889,2
791891,1
79193,4
791930,1
791939,3
791956,2
791959,1
791967,1
791968,2
791970,1
791974,3
791979,2
791980,1
791983,5
791986,4
791989,5
791993,1
791999,2
792002,1
792005,1
792011,1
792020,5
792029,1
792036,5
792047,2
792057,3
792061,1
792063,3
792066,6
792083,5
79209,4
792094,1
792109,2
792110,2
792111,5
792117,1
792126,1
792127,5
792132,3
792139,1
792149,1
792157,4
792159,3
792162,3
792165,4
792169,1
792177,5
792192,2
792194,1
792203,2
792217,3
79222,1
792232,3
792233,3
792238,7
792239,1
792243,4
79225,1
792250,1
79226,1
792277,2
792299,1
7923,1
792305,1
792309,2
792317,3
792320,9
792333,2
792338,4
79234,1
792342,3
792345,3
792347,1
792350,7
792355,4
79236,1
792360,1
792361,3
792367,3
792386,3
792389,2
792395,3
792404,3
792425,1
792428,1
792430,1
792432,3
792445,3
792457,2
792478,3
792479,1
792481,5
792503,1
792508,4
79251,2
792513,6
792525,3
792530,3
792542,1
792550,5
792557,5
792558,1
792561,1
792563,2
792571,2
792576,9
792578,2
792579,1
792583,1
792597,3
792600,2
792610,3
792611,3
792617,4
792618,4
792624,2
792625,2
792639,2
792641,1
79265,6
792663,7
792668,3
792669,5
792672,6
792674,6
792679,3
792687,1
792745,2
792750,1
792753,2
792756,1
792766,23
792771,2
792780,1
792800,1
792805,2
792814,2
79283,2
792831,7
792842,1
792843,6
792844,1
792847,1
792855,4
792864,4
792865,3
792867,5
79287,2
792899,1
792900,8
792936,2
792940,4
792942,5
792944,6
792959,1
79296,4
792961,9
792966,2
792989,1
792998,2
792999,1
793003,11
793004,2
793013,4
793030,4
793032,4
793033,7
793048,1
793058,3
79307,2
793070,3
793071,2
793074,1
793084,2
793085,2
793097,5
793110,1
793120,2
793126,2
79313,1
793143,9
79315,1
793152,2
793169,6
79317,3
793170,12
793177,2
793179,8
793183,4
793195,5
793196,4
793199,4
793200,4
793210,3
793223,1
793232,2
793244,1
793248,1
793258,1
793260,11
793263,2
793274,2
793282,2
793290,3
793295,5
793310,2
793311,2
793317,1
793318,2
793323,7
793330,1
793335,3
793341,3
793345,2
793350,1
793358,2
793360,1
793365,3
793397,3
793398,2
793405,3
793436,2
793439,2
793448,6
793462,5
793463,3
793471,3
793474,2
79348,2
793482,3
79349,1
793500,1
793510,1
793521,1
793523,1
793527,2
793529,1
793535,4
793538,5
793545,3
793551,1
793552,1
793554,4
793558,3
793559,1
79356,1
793564,1
793572,2
793573,10
793581,2
793590,6
793601,4
793605,1
793614,1
793616,3
79362,3
793630,1
793647,1
793650,2
793657,7
79368,2
793690,2
793695,5
793698,1
79370,1
793702,1
793704,5
79371,5
793710,6
793716,1
793726,5
793733,1
793741,2
793744,1
793754,1
793757,1
793758,8
793760,3
793765,3
793768,10
793797,3
793800,1
793802,4
793803,3
793806,1
793811,5
793813,2
79383,3
793841,5
793842,1
793844,2
793887,4
793890,1
793900,1
793903,16
793907,1
793914,3
793916,7
793922,3
793931,13
793944,3
793951,4
793957,2
793967,2
793976,1
793977,1
793990,1
793995,2
793998,2
794000,2
794004,1
794030,5
794034,1
794038,5
794043,2
794046,2
794051,2
794056,7
794067,1
794076,4
794078,3
794086,4
794090,1
794093,1
794095,9
794099,2
794105,1
794121,2
794124,1
794128,1
794131,2
79414,7
794145,4
794147,7
794149,1
79417,2
794172,3
794179,2
794186,1
794188,1
794190,3
794192,2
794193,3
794197,5
7942,1
794201,5
794209,1
79421,2
794216,2
79422,1
794232,3
794234,2
794236,2
794240,1
794245,2
794249,2
794251,2
794253,9
794260,4
794261,1
79427,5
794271,2
794272,1
794276,2
79428,1
794288,3
794289,6
794314,1
794315,1
794319,4
794324,3
794327,1
794341,3
794343,2
794345,2
794357,1
794358,1
794362,1
794370,2
794380,1
794381,3
794382,4
794395,9
794403,2
79441,1
794410,2
794411,2
794413,1
794417,3
794419,1
794427,5
794441,2
794443,2
794446,1
794461,2
794465,3
794467,2
794468,1
794476,9
79448,6
794480,2
794484,1
794486,2
794499,1
794506,2
794508,4
794512,1
794514,2
794519,4
794522,1
794528,1
79453,6
794530,3
794544,6
794546,1
794549,5
79455,1
794550,4
794562,1
794569,7
79457,1
794576,1
794582,1
794590,7
794595,2
794605,2
794609,2
794617,1
794621,1
794645,2
794656,5
79467,1
794676,3
794677,17
794728,2
794752,3
794754,1
794759,1
794767,3
794768,3
794795,2
794798,1
794803,3
794806,2
794809,1
794817,4
794818,1
794822,7
794853,1
794864,3
794875,3
794876,1
794877,2
794888,3
794903,4
794916,2
794926,1
794927,4
794935,1
794948,3
794957,4
794960,1
794968,3
794977,1
79498,4
794982,4
794984,7
794989,1
794993,1
794994,4
794997,2
794999,4
79500,1
795000,2
795005,6
795011,1
795014,1
795023,2
795029,2
795033,5
79504,3
795040,2
795045,1
795047,4
795052,2
795062,3
795063,1
795068,3
795069,1
795072,1
795073,4
795086,7
795094,1
795101,8
795103,3
795118,4
795121,2
795125,1
795137,1
795145,1
795150,1
795158,7
795162,5
795170,4
795178,4
795181,7
795182,2
795197,5
795203,6
795205,1
795206,3
795243,1
795246,1
795253,6
795254,6
795265,1
79528,2
795285,1
795295,1
7953,2
795303,7
795331,4
795337,5
795342,2
79535,4
795350,9
795352,3
795354,1
795355,1
795359,2
795360,1
795364,6
795377,2
795395,4
79540,6
795400,1
795402,1
795414,1
795424,1
795446,1
795448,2
79545,1
795453,4
795454,1
795462,1
795464,4
795466,6
795476,1
795482,2
795507,3
795510,1
795520,3
795523,7
795524,7
795525,2
795526,5
795528,2
795536,2
795544,15
795558,3
795567,9
795577,1
795580,6
795582,7
795586,3
795590,4
795595,3
795596,1
795606,1
79561,2
795612,1
795613,1
79563,1
795638,4
795646,2
795647,2
795666,3
795670,1
795685,2
795692,6
795694,2
7957,8
795702,1
795715,3
795719,1
795720,4
795730,2
79574,3
795747,3
795758,3
79576,3
795764,1
795768,1
795777,2
795797,1
795814,1
795817,2
795818,3
795819,1
795821,1
795832,1
795833,1
795834,2
795837,3
795840,5
79586,1
795868,1
795878,6
795882,1
795883,3
795897,1
795902,4
795907,1
795928,2
795929,1
795930,3
795932,2
795939,15
795948,7
79597,1
795975,1
795981,1
795988,2
795998,1
796000,1
796005,8
796011,17
796013,1
796015,10
796016,2
796044,3
796049,2
796063,1
796102,4
796111,2
796132,2
796133,3
796149,1
796152,1
796157,5
796163,10
796178,4
796188,2
796194,2
796195,2
7962,2
796202,1
796227,5
796230,2
796238,3
796239,3
79624,1
796243,3
796247,2
796248,11
796249,2
796257,2
796261,1
79627,1
796271,2
796276,1
796307,3
796323,10
796332,1
796333,1
796342,1
796347,1
796349,1
796351,3
796357,1
796360,1
796367,1
796369,1
796391,1
796397,2
796399,4
796403,1
796404,1
796408,3
796413,2
796414,1
796422,4
796429,3
796432,1
796434,2
796439,11
796443,1
796458,32
796460,2
796479,2
796480,2
796482,1
796484,1
796486,4
796491,2
796494,1
79650,6
796501,1
796510,1
796511,2
796515,3
796517,3
796535,1
796542,1
796543,5
796551,3
796552,4
796555,1
796557,1
796561,2
796567,1
796576,3
796596,3
796599,2
796603,2
796605,2
796610,2
796613,12
796625,1
796628,1
796630,7
796656,3
796663,3
796671,1
796683,5
796689,3
796695,2
796700,1
796703,2
79673,1
796739,1
79674,1
796747,19
796750,1
796755,4
796758,4
796767,2
796771,4
796772,1
796773,2
796781,1
796793,1
796798,1
796803,1
796805,3
79682,3
796823,5
796843,1
796847,1
796855,2
796865,1
796870,3
796874,3
796887,7
796895,3
796906,1
796907,1
79691,2
796911,1
796914,1
796924,1
796928,3
79693,1
796941,3
796950,1
796958,1
796963,2
796970,4
796983,1
796994,10
797002,1
797003,2
797006,2
797008,2
797011,1
797053,4
797060,1
797062,2
797069,1
797082,1
797088,3
797097,3
797102,1
797108,1
797109,4
79711,4
797110,2
797117,1
797123,1
797129,2
797157,7
797162,12
797165,4
797166,5
797176,2
797178,1
797188,3
797191,3
7972,4
797203,1
797215,6
797230,8
797252,12
797256,1
797260,1
797271,1
797273,5
797278,6
79728,2
797280,2
797282,1
797299,4
797304,13
797307,2
79732,6
797321,2
797325,5
797328,7
79734,1
797344,1
797366,7
797370,1
79738,1
797381,7
797390,1
797396,9
797399,4
7974,1
797401,2
797404,2
797407,1
797409,2
797411,4
797417,1
797418,3
797426,1
797430,1
797431,2
797439,7
79744,1
797449,14
797452,1
797459,2
797467,7
797474,1
7975,8
797506,4
797507,1
797522,3
797524,2
797527,1
797528,1
797536,14
797540,4
797542,4
797552,3
797556,2
797570,2
797577,5
797584,1
797595,8
797603,2
797607,1
797612,2
797614,5
797626,4
797633,1
797644,5
797645,2
79765,3
797661,1
797674,1
797675,1
797677,1
797682,6
797685,4
797689,2
797696,2
797707,2
797709,3
797710,10
797722,2
797727,1
797730,3
797738,1
79774,16
797742,1
79775,3
797763,4
797770,3
797772,11
797790,5
797791,6
797796,6
797798,3
79782,3
797820,1
797826,3
797835,4
797840,2
797850,3
797857,4
797864,5
797867,4
797876,1
797878,2
797887,18
797896,4
797898,1
797909,10
797912,2
797913,2
797926,1
797931,2
797939,1
797951,6
797956,2
797969,4
797973,1
797979,2
797987,2
797989,4
797996,1
797998,3
798006,4
798007,5
798009,5
798011,2
798015,2
798016,6
798047,1
798068,1
798073,1
798074,1
798101,1
798102,3
798107,2
798109,3
798118,2
798120,1
798136,1
798140,2
798144,1
798158,2
798173,2
798176,1
798185,1
798191,5
79820,1
798207,1
798222,1
798228,2
79823,2
798239,6
798241,1
798257,4
798258,1
798262,21
798266,3
79828,3
798280,2
798286,2
798300,3
79831,2
798312,5
798313,1
798320,1
798324,3
798325,2
798346,4
798351,1
798366,1
798385,7
798386,10
798389,2
798391,1
798393,3
798397,6
798408,1
798420,6
798430,1
798437,3
798444,14
798463,2
798471,1
798474,7
798484,2
798486,3
798490,3
798492,8
798495,2
798512,2
798514,4
798522,1
798523,3
798524,1
798527,1
798535,1
798537,5
798544,1
798554,1
798559,13
79857,1
798577,2
79859,2
798600,1
798601,1
798622,1
798632,1
798633,2
798636,1
798643,1
798647,2
798649,2
798654,1
798658,1
798659,7
798672,13
798673,1
798690,3
798698,4
798699,5
798701,2
798708,2
798709,1
798712,3
798717,3
798723,4
79873,2
798731,3
798732,1
798734,1
798741,2
798746,1
798753,3
798754,11
798770,2
798779,1
798788,6
798792,2
798797,2
798818,2
798829,4
79883,1
798842,2
798845,4
798860,1
798866,2
798874,1
798880,2
798883,2
798884,3
798909,3
79891,15
798911,3
79892,5
798927,1
798933,12
798940,5
798952,10
798957,2
798959,1
798961,2
798962,1
798988,1
798991,1
798993,1
7990,2
799012,4
799015,2
799031,4
799033,13
799047,4
799049,1
799052,1
799054,1
79906,1
79908,10
799083,1
7991,1
799100,3
799109,1
799111,1
799115,1
799142,4
799143,3
799150,2
799154,5
799157,1
79916,1
799163,6
799164,1
799167,2
799171,1
799177,2
799179,2
799182,1
799183,3
799221,3
799232,1
799233,1
799235,4
799245,1
799246,2
799249,4
799252,1
799255,1
799280,3
799296,3
799304,2
799313,1
799320,5
799326,3
799329,1
799331,1
799336,1
799345,2
799347,4
799350,5
799351,3
799354,1
799357,3
799364,4
799377,3
799380,6
799387,1
799402,1
799413,2
799422,7
799434,3
799436,1
79944,1
799449,5
799454,3
799463,5
799468,3
799474,2
799494,3
799500,4
799506,1
799507,7
79951,6
799513,2
799515,1
799534,2
799541,2
799545,1
799549,2
799551,2
799555,1
799558,5
79957,2
799570,2
799574,4
799577,6
799582,1
799599,1
799601,2
799617,5
799618,5
79963,5
799640,3
799647,2
799653,2
799669,4
799685,2
799690,1
799704,2
799710,1
799721,1
799729,4
799740,4
799750,3
799753,1
799755,2
799770,3
799771,1
799801,1
799802,4
799826,3
799827,2
79983,2
799833,2
799834,3
799837,3
799852,4
799856,3
799860,1
799866,2
799869,2
799875,1
799878,4
799879,3
799882,3
799887,1
799895,4
799896,1
799898,8
799900,3
799910,4
799911,3
799931,1
799932,6
799939,2
799945,7
799957,1
799959,1
799963,2
799986,3
799988,5
800000,3
800004,5
800008,1
800012,1
800016,1
800018,1
800028,1
800043,3
800046,1
800049,2
800051,2
800052,2
800077,1
800078,4
800079,1
800093,7
800096,3
800137,4
80014,9
800140,2
800144,2
800146,1
800153,2
800166,1
800170,3
800182,2
800184,5
800187,5
800193,2
800196,1
8002,1
800202,4
800207,2
80021,1
800211,3
800231,4
800242,3
800250,1
800272,1
800275,1
800298,2
800312,1
800319,1
800324,1
800325,5
800345,4
800352,8
800353,2
800354,3
800358,1
800359,1
800364,1
800386,1
800389,8
800391,3
800397,1
800398,1
800400,8
800409,8
800414,1
800415,3
800426,1
800428,2
800434,1
800436,1
800439,2
80044,1
800442,1
80045,2
800457,1
80046,1
800461,4
800466,4
800475,2
800485,2
800492,22
800493,3
800497,3
800501,5
800509,3
800511,2
800518,1
800537,2
800551,2
800554,1
800570,2
800571,1
800579,3
80060,4
800601,1
800615,1
800629,1
800631,2
800640,1
800641,2
800650,3
800668,6
800678,2
800682,6
800686,7
800691,5
800696,3
800714,4
800721,4
800723,2
800724,7
800731,1
800732,6
800735,7
800741,7
800743,3
80075,2
800756,4
800758,1
800759,3
800764,2
80077,1
800795,7
800806,2
800821,1
800822,1
800828,4
800853,3
800866,3
800867,4
800874,2
800885,5
800892,1
800894,1
800900,1
80091,1
800917,1
800924,1
800927,1
800939,1
800947,1
800961,2
800966,10
800968,2
800971,3
800972,2
800975,1
800981,3
800990,5
800993,4
801011,1
801013,1
801022,5
801024,1
801028,1
801035,3
801052,1
801057,2
801058,1
801059,1
801064,2
801069,1
801071,2
801077,5
80108,3
801103,2
80111,5
801118,2
80112,4
801121,7
801128,1
801136,1
801145,1
801151,1
801154,6
801177,9
801178,1
801193,2
801206,8
801210,3
801212,4
801236,3
801244,4
801246,1
801248,2
801283,1
801299,3
80130,1
801303,1
801314,2
801323,2
801338,2
801345,1
801351,1
801359,5
80137,3
801371,1
801374,1
801382,6
801383,3
80140,7
801400,1
801404,1
801421,1
801426,1
801427,1
80143,2
801431,1
801439,2
801445,9
801446,1
801449,1
80147,1
801492,2
801497,2
801507,1
801521,5
801532,2
801546,4
801547,1
801550,26
801551,3
801558,1
80156,2
801568,1
801569,2
80158,4
801580,2
801595,1
801598,3
80160,1
801600,1
801601,2
801603,4
801618,1
801624,3
801629,1
801650,2
801655,1
801660,1
801665,1
801669,2
801679,4
801689,1
801701,4
801704,1
801706,3
801731,1
801734,4
801743,3
801744,2
801748,1
801757,3
80176,4
801761,1
801773,3
80178,1
801783,2
801785,1
801787,2
801792,2
801793,1
801802,1
801810,3
801826,4
801853,1
801858,3
801884,2
801887,2
801907,1
801939,1
801942,2
801947,4
801959,1
801969,5
801973,1
801999,4
802018,3
802029,1
802047,4
802057,4
802060,5
802062,4
802064,1
802071,8
802080,5
802081,4
802094,1
802099,3
802106,5
802129,5
802135,3
802137,2
802143,3
802145,1
802166,5
802174,10
802183,4
802186,2
802188,2
802189,1
802193,2
802194,1
802198,1
80220,2
802200,2
802219,2
802223,1
802235,1
802238,1
802246,1
802261,3
802266,4
802272,1
802275,4
802283,2
802284,1
802288,1
802289,5
80229,1
802295,3
802303,2
802315,1
802316,4
802324,1
802328,2
802331,2
802337,2
802338,7
802360,3
802364,1
802373,3
802383,2
802392,2
802399,1
802400,3
802401,4
802409,4
802410,2
802419,8
802424,3
802435,5
802436,1
802448,6
802458,2
802474,4
802477,3
802482,1
80249,4
802498,1
802500,2
802502,1
802522,1
802529,1
802534,1
802547,3
802564,8
802577,1
802580,3
802581,7
802584,1
802589,6
802591,2
802594,6
802599,1
802643,1
802648,1
802674,1
802678,3
80270,1
802705,1
802715,7
802719,5
802725,2
802735,1
802743,1
802749,3
802755,2
80277,2
802773,4
802782,2
802788,1
80279,1
802790,4
802794,6
802795,2
802796,1
802803,3
802804,2
802811,1
802813,2
802815,1
802820,2
802823,6
802825,2
802835,2
802837,3
802843,2
802847,4
802848,3
802856,1
802857,2
802865,1
802872,3
802879,3
802886,3
802887,5
802890,6
802891,1
802894,1
802921,6
802922,5
802923,1
80293,1
802944,1
802946,3
802961,1
802970,1
802971,1
802974,7
80298,3
802982,1
802984,8
802985,7
80299,5
802994,2
803000,4
803005,4
803008,2
803013,4
803044,3
803051,1
803055,1
803064,1
803066,4
803076,4
803086,2
803099,2
803100,2
803110,1
803117,5
