用户ID,最近购买时间,R值
924649,2017-12-02,4
924699,2017-12-02,4
924831,2017-12-02,4
924838,2017-12-02,4
924842,2017-12-02,4
924855,2017-12-02,4
924873,2017-12-02,4
92493,2017-12-02,4
924962,2017-12-02,4
924969,2017-12-02,4
925071,2017-12-02,4
925075,2017-12-02,4
925091,2017-12-02,4
925097,2017-12-02,4
925156,2017-12-02,4
925197,2017-12-02,4
925210,2017-12-02,4
925226,2017-12-02,4
925234,2017-12-02,4
925284,2017-12-02,4
925295,2017-12-02,4
925320,2017-12-02,4
925369,2017-12-02,4
92539,2017-12-02,4
92551,2017-12-02,4
925592,2017-12-02,4
925594,2017-12-02,4
925614,2017-12-02,4
925631,2017-12-02,4
925659,2017-12-02,4
925774,2017-12-02,4
925784,2017-12-02,4
925845,2017-12-02,4
925868,2017-12-02,4
925873,2017-12-02,4
925949,2017-12-02,4
92595,2017-12-02,4
925955,2017-12-02,4
925969,2017-12-02,4
926124,2017-12-02,4
926185,2017-12-02,4
926240,2017-12-02,4
926275,2017-12-02,4
926293,2017-12-02,4
926347,2017-12-02,4
926365,2017-12-02,4
926374,2017-12-02,4
926387,2017-12-02,4
926395,2017-12-02,4
926403,2017-12-02,4
926473,2017-12-02,4
926530,2017-12-02,4
9266,2017-12-02,4
926624,2017-12-02,4
926683,2017-12-02,4
926736,2017-12-02,4
926763,2017-12-02,4
926765,2017-12-02,4
926779,2017-12-02,4
926835,2017-12-02,4
926857,2017-12-02,4
926906,2017-12-02,4
926919,2017-12-02,4
926928,2017-12-02,4
926930,2017-12-02,4
926971,2017-12-02,4
927,2017-12-02,4
927003,2017-12-02,4
927010,2017-12-02,4
927025,2017-12-02,4
927034,2017-12-02,4
927113,2017-12-02,4
927130,2017-12-02,4
927203,2017-12-02,4
927287,2017-12-02,4
927318,2017-12-02,4
927335,2017-12-02,4
927339,2017-12-02,4
92735,2017-12-02,4
927387,2017-12-02,4
927439,2017-12-02,4
92748,2017-12-02,4
927557,2017-12-02,4
927573,2017-12-02,4
92760,2017-12-02,4
927638,2017-12-02,4
927677,2017-12-02,4
927762,2017-12-02,4
927794,2017-12-02,4
927857,2017-12-02,4
927932,2017-12-02,4
927962,2017-12-02,4
928050,2017-12-02,4
928058,2017-12-02,4
928084,2017-12-02,4
928090,2017-12-02,4
928106,2017-12-02,4
928168,2017-12-02,4
928177,2017-12-02,4
92825,2017-12-02,4
928251,2017-12-02,4
928266,2017-12-02,4
928298,2017-12-02,4
928338,2017-12-02,4
928416,2017-12-02,4
928462,2017-12-02,4
928474,2017-12-02,4
928487,2017-12-02,4
928520,2017-12-02,4
928554,2017-12-02,4
928556,2017-12-02,4
928585,2017-12-02,4
928591,2017-12-02,4
928627,2017-12-02,4
928628,2017-12-02,4
928649,2017-12-02,4
928655,2017-12-02,4
92867,2017-12-02,4
928691,2017-12-02,4
928703,2017-12-02,4
928726,2017-12-02,4
928746,2017-12-02,4
928763,2017-12-02,4
928793,2017-12-02,4
928794,2017-12-02,4
928800,2017-12-02,4
92881,2017-12-02,4
928825,2017-12-02,4
928861,2017-12-02,4
928877,2017-12-02,4
928889,2017-12-02,4
928943,2017-12-02,4
928980,2017-12-02,4
9290,2017-12-02,4
929020,2017-12-02,4
929055,2017-12-02,4
929061,2017-12-02,4
929105,2017-12-02,4
92923,2017-12-02,4
929242,2017-12-02,4
929249,2017-12-02,4
92925,2017-12-02,4
929264,2017-12-02,4
929286,2017-12-02,4
929354,2017-12-02,4
929454,2017-12-02,4
92954,2017-12-02,4
929551,2017-12-02,4
929648,2017-12-02,4
929651,2017-12-02,4
929691,2017-12-02,4
929725,2017-12-02,4
929744,2017-12-02,4
929791,2017-12-02,4
929854,2017-12-02,4
929880,2017-12-02,4
92990,2017-12-02,4
929933,2017-12-02,4
929956,2017-12-02,4
930010,2017-12-02,4
930046,2017-12-02,4
93005,2017-12-02,4
9301,2017-12-02,4
930157,2017-12-02,4
930203,2017-12-02,4
930221,2017-12-02,4
930246,2017-12-02,4
930345,2017-12-02,4
930443,2017-12-02,4
930456,2017-12-02,4
930463,2017-12-02,4
930525,2017-12-02,4
930549,2017-12-02,4
930566,2017-12-02,4
930594,2017-12-02,4
930612,2017-12-02,4
930625,2017-12-02,4
930759,2017-12-02,4
930830,2017-12-02,4
93084,2017-12-02,4
930869,2017-12-02,4
93097,2017-12-02,4
930980,2017-12-02,4
930992,2017-12-02,4
931041,2017-12-02,4
93105,2017-12-02,4
931093,2017-12-02,4
931180,2017-12-02,4
931200,2017-12-02,4
931221,2017-12-02,4
931236,2017-12-02,4
931242,2017-12-02,4
931307,2017-12-02,4
931343,2017-12-02,4
931368,2017-12-02,4
931470,2017-12-02,4
931485,2017-12-02,4
931495,2017-12-02,4
931514,2017-12-02,4
931517,2017-12-02,4
931619,2017-12-02,4
931705,2017-12-02,4
931708,2017-12-02,4
931899,2017-12-02,4
931927,2017-12-02,4
93193,2017-12-02,4
931963,2017-12-02,4
931982,2017-12-02,4
932103,2017-12-02,4
932134,2017-12-02,4
932143,2017-12-02,4
932255,2017-12-02,4
932282,2017-12-02,4
932288,2017-12-02,4
932391,2017-12-02,4
932405,2017-12-02,4
932447,2017-12-02,4
932484,2017-12-02,4
932527,2017-12-02,4
932576,2017-12-02,4
932686,2017-12-02,4
932744,2017-12-02,4
932832,2017-12-02,4
932842,2017-12-02,4
932848,2017-12-02,4
932885,2017-12-02,4
932891,2017-12-02,4
932896,2017-12-02,4
932920,2017-12-02,4
932931,2017-12-02,4
932989,2017-12-02,4
933076,2017-12-02,4
933093,2017-12-02,4
933133,2017-12-02,4
933244,2017-12-02,4
933249,2017-12-02,4
933270,2017-12-02,4
933283,2017-12-02,4
933358,2017-12-02,4
933371,2017-12-02,4
933444,2017-12-02,4
933503,2017-12-02,4
933608,2017-12-02,4
933669,2017-12-02,4
933690,2017-12-02,4
933696,2017-12-02,4
93370,2017-12-02,4
933709,2017-12-02,4
933726,2017-12-02,4
933801,2017-12-02,4
933844,2017-12-02,4
933863,2017-12-02,4
933872,2017-12-02,4
933893,2017-12-02,4
93392,2017-12-02,4
934075,2017-12-02,4
934159,2017-12-02,4
934177,2017-12-02,4
934201,2017-12-02,4
934229,2017-12-02,4
934289,2017-12-02,4
93429,2017-12-02,4
934336,2017-12-02,4
934372,2017-12-02,4
934410,2017-12-02,4
934443,2017-12-02,4
934499,2017-12-02,4
934608,2017-12-02,4
934612,2017-12-02,4
934620,2017-12-02,4
93463,2017-12-02,4
934735,2017-12-02,4
934834,2017-12-02,4
934892,2017-12-02,4
934899,2017-12-02,4
935072,2017-12-02,4
93508,2017-12-02,4
935106,2017-12-02,4
935113,2017-12-02,4
935181,2017-12-02,4
935234,2017-12-02,4
935258,2017-12-02,4
93532,2017-12-02,4
935332,2017-12-02,4
935355,2017-12-02,4
935375,2017-12-02,4
935406,2017-12-02,4
935457,2017-12-02,4
935473,2017-12-02,4
935507,2017-12-02,4
935519,2017-12-02,4
935525,2017-12-02,4
935537,2017-12-02,4
935580,2017-12-02,4
935584,2017-12-02,4
935586,2017-12-02,4
935592,2017-12-02,4
935682,2017-12-02,4
935721,2017-12-02,4
935737,2017-12-02,4
935742,2017-12-02,4
935760,2017-12-02,4
935778,2017-12-02,4
93589,2017-12-02,4
935896,2017-12-02,4
935905,2017-12-02,4
935918,2017-12-02,4
93597,2017-12-02,4
935977,2017-12-02,4
936014,2017-12-02,4
936015,2017-12-02,4
936106,2017-12-02,4
936110,2017-12-02,4
93612,2017-12-02,4
936138,2017-12-02,4
936171,2017-12-02,4
936174,2017-12-02,4
936196,2017-12-02,4
936245,2017-12-02,4
936326,2017-12-02,4
936341,2017-12-02,4
936360,2017-12-02,4
936361,2017-12-02,4
936413,2017-12-02,4
93642,2017-12-02,4
936455,2017-12-02,4
936470,2017-12-02,4
936570,2017-12-02,4
936621,2017-12-02,4
936667,2017-12-02,4
936675,2017-12-02,4
936685,2017-12-02,4
936903,2017-12-02,4
936945,2017-12-02,4
937001,2017-12-02,4
937015,2017-12-02,4
937028,2017-12-02,4
937118,2017-12-02,4
937144,2017-12-02,4
937146,2017-12-02,4
937202,2017-12-02,4
937312,2017-12-02,4
937315,2017-12-02,4
937336,2017-12-02,4
937427,2017-12-02,4
937493,2017-12-02,4
937508,2017-12-02,4
937557,2017-12-02,4
937583,2017-12-02,4
937650,2017-12-02,4
937652,2017-12-02,4
937658,2017-12-02,4
937702,2017-12-02,4
937715,2017-12-02,4
937746,2017-12-02,4
937748,2017-12-02,4
93776,2017-12-02,4
937760,2017-12-02,4
93787,2017-12-02,4
937871,2017-12-02,4
93788,2017-12-02,4
93789,2017-12-02,4
937902,2017-12-02,4
937930,2017-12-02,4
937961,2017-12-02,4
937992,2017-12-02,4
93802,2017-12-02,4
938029,2017-12-02,4
938220,2017-12-02,4
9383,2017-12-02,4
938334,2017-12-02,4
938368,2017-12-02,4
938381,2017-12-02,4
938419,2017-12-02,4
938427,2017-12-02,4
938450,2017-12-02,4
938469,2017-12-02,4
93853,2017-12-02,4
938558,2017-12-02,4
938611,2017-12-02,4
93874,2017-12-02,4
938754,2017-12-02,4
938761,2017-12-02,4
938776,2017-12-02,4
938797,2017-12-02,4
938799,2017-12-02,4
938812,2017-12-02,4
938816,2017-12-02,4
938885,2017-12-02,4
93889,2017-12-02,4
93897,2017-12-02,4
938987,2017-12-02,4
939017,2017-12-02,4
939061,2017-12-02,4
939094,2017-12-02,4
939123,2017-12-02,4
939166,2017-12-02,4
939192,2017-12-02,4
939245,2017-12-02,4
939273,2017-12-02,4
939341,2017-12-02,4
93946,2017-12-02,4
939535,2017-12-02,4
939602,2017-12-02,4
939663,2017-12-02,4
939699,2017-12-02,4
939700,2017-12-02,4
939707,2017-12-02,4
939734,2017-12-02,4
939832,2017-12-02,4
939836,2017-12-02,4
939906,2017-12-02,4
940017,2017-12-02,4
940031,2017-12-02,4
940095,2017-12-02,4
940136,2017-12-02,4
940155,2017-12-02,4
940157,2017-12-02,4
94016,2017-12-02,4
940187,2017-12-02,4
94021,2017-12-02,4
94024,2017-12-02,4
940272,2017-12-02,4
940301,2017-12-02,4
94033,2017-12-02,4
940410,2017-12-02,4
94042,2017-12-02,4
940453,2017-12-02,4
940495,2017-12-02,4
940589,2017-12-02,4
940632,2017-12-02,4
940652,2017-12-02,4
940665,2017-12-02,4
940673,2017-12-02,4
940770,2017-12-02,4
940810,2017-12-02,4
940863,2017-12-02,4
940915,2017-12-02,4
940946,2017-12-02,4
94095,2017-12-02,4
940953,2017-12-02,4
940986,2017-12-02,4
941088,2017-12-02,4
941091,2017-12-02,4
941101,2017-12-02,4
941120,2017-12-02,4
941145,2017-12-02,4
941202,2017-12-02,4
941266,2017-12-02,4
941278,2017-12-02,4
941292,2017-12-02,4
941308,2017-12-02,4
941315,2017-12-02,4
941322,2017-12-02,4
941325,2017-12-02,4
941387,2017-12-02,4
941417,2017-12-02,4
941429,2017-12-02,4
941447,2017-12-02,4
941581,2017-12-02,4
941582,2017-12-02,4
941636,2017-12-02,4
941655,2017-12-02,4
941661,2017-12-02,4
941671,2017-12-02,4
941710,2017-12-02,4
941868,2017-12-02,4
941880,2017-12-02,4
941919,2017-12-02,4
941963,2017-12-02,4
941998,2017-12-02,4
942012,2017-12-02,4
942036,2017-12-02,4
942067,2017-12-02,4
942095,2017-12-02,4
942103,2017-12-02,4
942132,2017-12-02,4
942141,2017-12-02,4
942162,2017-12-02,4
942167,2017-12-02,4
942170,2017-12-02,4
9423,2017-12-02,4
942377,2017-12-02,4
942387,2017-12-02,4
942396,2017-12-02,4
942451,2017-12-02,4
942493,2017-12-02,4
942494,2017-12-02,4
94250,2017-12-02,4
942510,2017-12-02,4
942521,2017-12-02,4
942544,2017-12-02,4
94255,2017-12-02,4
942668,2017-12-02,4
94267,2017-12-02,4
942715,2017-12-02,4
94273,2017-12-02,4
942732,2017-12-02,4
942792,2017-12-02,4
942822,2017-12-02,4
942919,2017-12-02,4
942937,2017-12-02,4
943012,2017-12-02,4
943018,2017-12-02,4
943024,2017-12-02,4
943041,2017-12-02,4
943048,2017-12-02,4
943071,2017-12-02,4
943098,2017-12-02,4
943143,2017-12-02,4
943177,2017-12-02,4
943188,2017-12-02,4
943190,2017-12-02,4
943192,2017-12-02,4
943229,2017-12-02,4
943247,2017-12-02,4
943276,2017-12-02,4
943288,2017-12-02,4
943311,2017-12-02,4
943315,2017-12-02,4
943323,2017-12-02,4
943364,2017-12-02,4
943396,2017-12-02,4
943484,2017-12-02,4
943511,2017-12-02,4
943590,2017-12-02,4
943605,2017-12-02,4
943611,2017-12-02,4
943700,2017-12-02,4
943703,2017-12-02,4
943790,2017-12-02,4
943839,2017-12-02,4
94386,2017-12-02,4
943916,2017-12-02,4
944048,2017-12-02,4
944057,2017-12-02,4
944148,2017-12-02,4
944232,2017-12-02,4
944290,2017-12-02,4
944349,2017-12-02,4
944441,2017-12-02,4
944482,2017-12-02,4
94450,2017-12-02,4
944513,2017-12-02,4
944519,2017-12-02,4
944555,2017-12-02,4
944575,2017-12-02,4
944618,2017-12-02,4
94475,2017-12-02,4
944790,2017-12-02,4
944798,2017-12-02,4
944858,2017-12-02,4
944859,2017-12-02,4
944891,2017-12-02,4
944949,2017-12-02,4
94501,2017-12-02,4
945081,2017-12-02,4
945099,2017-12-02,4
9451,2017-12-02,4
945138,2017-12-02,4
945176,2017-12-02,4
945194,2017-12-02,4
945325,2017-12-02,4
945371,2017-12-02,4
945431,2017-12-02,4
945461,2017-12-02,4
945466,2017-12-02,4
945519,2017-12-02,4
94552,2017-12-02,4
945526,2017-12-02,4
945535,2017-12-02,4
945564,2017-12-02,4
94557,2017-12-02,4
945600,2017-12-02,4
945660,2017-12-02,4
945671,2017-12-02,4
945730,2017-12-02,4
945733,2017-12-02,4
945836,2017-12-02,4
945837,2017-12-02,4
945925,2017-12-02,4
94596,2017-12-02,4
945981,2017-12-02,4
945984,2017-12-02,4
94605,2017-12-02,4
946084,2017-12-02,4
946169,2017-12-02,4
946206,2017-12-02,4
946241,2017-12-02,4
946275,2017-12-02,4
946285,2017-12-02,4
946290,2017-12-02,4
946294,2017-12-02,4
946296,2017-12-02,4
946299,2017-12-02,4
94634,2017-12-02,4
946397,2017-12-02,4
946458,2017-12-02,4
946462,2017-12-02,4
946464,2017-12-02,4
946494,2017-12-02,4
94652,2017-12-02,4
946567,2017-12-02,4
94659,2017-12-02,4
946715,2017-12-02,4
946724,2017-12-02,4
946739,2017-12-02,4
946818,2017-12-02,4
946916,2017-12-02,4
946932,2017-12-02,4
947026,2017-12-02,4
947027,2017-12-02,4
947051,2017-12-02,4
947080,2017-12-02,4
94713,2017-12-02,4
947183,2017-12-02,4
947232,2017-12-02,4
947239,2017-12-02,4
947276,2017-12-02,4
947300,2017-12-02,4
947363,2017-12-02,4
947413,2017-12-02,4
947464,2017-12-02,4
947500,2017-12-02,4
94755,2017-12-02,4
947579,2017-12-02,4
947584,2017-12-02,4
947585,2017-12-02,4
947660,2017-12-02,4
947757,2017-12-02,4
947763,2017-12-02,4
947772,2017-12-02,4
947809,2017-12-02,4
947875,2017-12-02,4
947877,2017-12-02,4
947911,2017-12-02,4
947940,2017-12-02,4
947948,2017-12-02,4
948024,2017-12-02,4
948030,2017-12-02,4
948037,2017-12-02,4
948088,2017-12-02,4
948106,2017-12-02,4
948123,2017-12-02,4
948164,2017-12-02,4
948293,2017-12-02,4
948308,2017-12-02,4
948319,2017-12-02,4
948334,2017-12-02,4
948351,2017-12-02,4
948389,2017-12-02,4
948401,2017-12-02,4
948444,2017-12-02,4
948451,2017-12-02,4
948466,2017-12-02,4
948490,2017-12-02,4
948497,2017-12-02,4
948501,2017-12-02,4
948596,2017-12-02,4
948603,2017-12-02,4
948620,2017-12-02,4
948769,2017-12-02,4
948781,2017-12-02,4
948807,2017-12-02,4
948814,2017-12-02,4
948833,2017-12-02,4
948843,2017-12-02,4
948860,2017-12-02,4
948877,2017-12-02,4
948898,2017-12-02,4
948946,2017-12-02,4
948947,2017-12-02,4
948953,2017-12-02,4
948974,2017-12-02,4
948983,2017-12-02,4
949007,2017-12-02,4
949010,2017-12-02,4
949018,2017-12-02,4
949032,2017-12-02,4
949057,2017-12-02,4
949077,2017-12-02,4
949157,2017-12-02,4
949162,2017-12-02,4
949222,2017-12-02,4
949254,2017-12-02,4
949339,2017-12-02,4
949439,2017-12-02,4
949466,2017-12-02,4
949490,2017-12-02,4
949536,2017-12-02,4
949538,2017-12-02,4
949539,2017-12-02,4
949589,2017-12-02,4
949638,2017-12-02,4
949661,2017-12-02,4
949690,2017-12-02,4
949706,2017-12-02,4
94972,2017-12-02,4
949720,2017-12-02,4
949731,2017-12-02,4
949758,2017-12-02,4
949813,2017-12-02,4
949883,2017-12-02,4
949982,2017-12-02,4
949984,2017-12-02,4
950010,2017-12-02,4
95002,2017-12-02,4
950058,2017-12-02,4
950063,2017-12-02,4
950121,2017-12-02,4
950205,2017-12-02,4
950296,2017-12-02,4
950339,2017-12-02,4
950344,2017-12-02,4
950386,2017-12-02,4
950584,2017-12-02,4
950683,2017-12-02,4
950711,2017-12-02,4
950727,2017-12-02,4
950771,2017-12-02,4
950807,2017-12-02,4
950812,2017-12-02,4
95084,2017-12-02,4
950880,2017-12-02,4
950897,2017-12-02,4
950915,2017-12-02,4
950916,2017-12-02,4
950999,2017-12-02,4
951007,2017-12-02,4
951028,2017-12-02,4
951056,2017-12-02,4
951098,2017-12-02,4
9511,2017-12-02,4
951133,2017-12-02,4
951134,2017-12-02,4
951141,2017-12-02,4
951166,2017-12-02,4
951248,2017-12-02,4
951295,2017-12-02,4
951326,2017-12-02,4
951553,2017-12-02,4
951590,2017-12-02,4
951631,2017-12-02,4
951654,2017-12-02,4
951655,2017-12-02,4
951770,2017-12-02,4
95181,2017-12-02,4
951868,2017-12-02,4
95202,2017-12-02,4
952060,2017-12-02,4
952080,2017-12-02,4
95209,2017-12-02,4
95211,2017-12-02,4
952158,2017-12-02,4
952169,2017-12-02,4
952230,2017-12-02,4
952234,2017-12-02,4
952239,2017-12-02,4
952287,2017-12-02,4
952294,2017-12-02,4
952308,2017-12-02,4
952378,2017-12-02,4
952393,2017-12-02,4
952431,2017-12-02,4
952513,2017-12-02,4
952518,2017-12-02,4
95252,2017-12-02,4
952539,2017-12-02,4
952626,2017-12-02,4
952646,2017-12-02,4
95270,2017-12-02,4
952761,2017-12-02,4
95285,2017-12-02,4
952869,2017-12-02,4
952915,2017-12-02,4
952985,2017-12-02,4
952996,2017-12-02,4
953005,2017-12-02,4
953072,2017-12-02,4
953080,2017-12-02,4
953090,2017-12-02,4
953123,2017-12-02,4
953126,2017-12-02,4
953161,2017-12-02,4
95326,2017-12-02,4
953266,2017-12-02,4
953337,2017-12-02,4
953354,2017-12-02,4
953382,2017-12-02,4
953406,2017-12-02,4
953432,2017-12-02,4
953554,2017-12-02,4
953570,2017-12-02,4
953647,2017-12-02,4
953734,2017-12-02,4
953970,2017-12-02,4
953974,2017-12-02,4
954006,2017-12-02,4
954097,2017-12-02,4
954107,2017-12-02,4
954129,2017-12-02,4
954158,2017-12-02,4
954172,2017-12-02,4
954174,2017-12-02,4
954184,2017-12-02,4
954288,2017-12-02,4
954297,2017-12-02,4
954330,2017-12-02,4
95434,2017-12-02,4
954545,2017-12-02,4
954592,2017-12-02,4
954617,2017-12-02,4
954637,2017-12-02,4
954640,2017-12-02,4
954657,2017-12-02,4
95471,2017-12-02,4
954715,2017-12-02,4
954848,2017-12-02,4
954858,2017-12-02,4
95489,2017-12-02,4
954919,2017-12-02,4
954944,2017-12-02,4
955089,2017-12-02,4
955101,2017-12-02,4
955251,2017-12-02,4
955286,2017-12-02,4
95531,2017-12-02,4
955330,2017-12-02,4
955348,2017-12-02,4
95542,2017-12-02,4
955585,2017-12-02,4
95559,2017-12-02,4
955624,2017-12-02,4
955713,2017-12-02,4
955733,2017-12-02,4
95581,2017-12-02,4
956040,2017-12-02,4
956052,2017-12-02,4
956072,2017-12-02,4
95611,2017-12-02,4
956167,2017-12-02,4
956181,2017-12-02,4
956208,2017-12-02,4
956219,2017-12-02,4
956340,2017-12-02,4
956355,2017-12-02,4
956368,2017-12-02,4
956390,2017-12-02,4
956395,2017-12-02,4
956409,2017-12-02,4
956430,2017-12-02,4
956441,2017-12-02,4
956585,2017-12-02,4
956603,2017-12-02,4
956665,2017-12-02,4
956681,2017-12-02,4
956716,2017-12-02,4
956794,2017-12-02,4
956804,2017-12-02,4
956861,2017-12-02,4
956930,2017-12-02,4
956954,2017-12-02,4
957048,2017-12-02,4
957074,2017-12-02,4
957129,2017-12-02,4
95714,2017-12-02,4
957155,2017-12-02,4
957164,2017-12-02,4
957227,2017-12-02,4
957290,2017-12-02,4
957291,2017-12-02,4
957346,2017-12-02,4
95735,2017-12-02,4
957370,2017-12-02,4
957375,2017-12-02,4
95745,2017-12-02,4
957465,2017-12-02,4
957468,2017-12-02,4
9575,2017-12-02,4
957546,2017-12-02,4
957584,2017-12-02,4
957597,2017-12-02,4
957655,2017-12-02,4
957688,2017-12-02,4
95769,2017-12-02,4
957699,2017-12-02,4
957747,2017-12-02,4
957752,2017-12-02,4
957791,2017-12-02,4
957824,2017-12-02,4
957826,2017-12-02,4
957852,2017-12-02,4
957889,2017-12-02,4
957894,2017-12-02,4
957906,2017-12-02,4
957950,2017-12-02,4
95798,2017-12-02,4
958002,2017-12-02,4
958027,2017-12-02,4
958054,2017-12-02,4
958235,2017-12-02,4
958269,2017-12-02,4
958389,2017-12-02,4
958437,2017-12-02,4
958548,2017-12-02,4
958591,2017-12-02,4
958594,2017-12-02,4
958607,2017-12-02,4
958683,2017-12-02,4
958759,2017-12-02,4
958794,2017-12-02,4
95880,2017-12-02,4
958828,2017-12-02,4
958834,2017-12-02,4
95889,2017-12-02,4
958903,2017-12-02,4
958955,2017-12-02,4
958992,2017-12-02,4
959028,2017-12-02,4
959031,2017-12-02,4
959105,2017-12-02,4
95913,2017-12-02,4
959144,2017-12-02,4
959168,2017-12-02,4
959204,2017-12-02,4
959208,2017-12-02,4
959217,2017-12-02,4
959220,2017-12-02,4
959225,2017-12-02,4
959234,2017-12-02,4
959240,2017-12-02,4
959279,2017-12-02,4
959319,2017-12-02,4
959321,2017-12-02,4
959360,2017-12-02,4
959396,2017-12-02,4
959399,2017-12-02,4
959400,2017-12-02,4
959493,2017-12-02,4
959535,2017-12-02,4
959556,2017-12-02,4
95961,2017-12-02,4
959612,2017-12-02,4
959667,2017-12-02,4
959669,2017-12-02,4
959674,2017-12-02,4
959676,2017-12-02,4
959752,2017-12-02,4
9598,2017-12-02,4
959807,2017-12-02,4
959825,2017-12-02,4
959838,2017-12-02,4
959854,2017-12-02,4
959858,2017-12-02,4
959915,2017-12-02,4
95994,2017-12-02,4
959942,2017-12-02,4
959973,2017-12-02,4
960054,2017-12-02,4
960124,2017-12-02,4
960131,2017-12-02,4
960164,2017-12-02,4
960199,2017-12-02,4
960209,2017-12-02,4
960219,2017-12-02,4
960539,2017-12-02,4
960560,2017-12-02,4
960574,2017-12-02,4
960629,2017-12-02,4
96069,2017-12-02,4
960737,2017-12-02,4
960767,2017-12-02,4
960836,2017-12-02,4
960876,2017-12-02,4
960891,2017-12-02,4
960926,2017-12-02,4
960936,2017-12-02,4
960942,2017-12-02,4
960963,2017-12-02,4
961002,2017-12-02,4
961008,2017-12-02,4
961025,2017-12-02,4
961028,2017-12-02,4
961029,2017-12-02,4
96105,2017-12-02,4
961070,2017-12-02,4
961087,2017-12-02,4
961091,2017-12-02,4
9611,2017-12-02,4
961191,2017-12-02,4
961192,2017-12-02,4
96121,2017-12-02,4
961282,2017-12-02,4
961370,2017-12-02,4
961423,2017-12-02,4
961436,2017-12-02,4
961474,2017-12-02,4
961476,2017-12-02,4
961510,2017-12-02,4
961524,2017-12-02,4
96156,2017-12-02,4
961564,2017-12-02,4
961638,2017-12-02,4
961659,2017-12-02,4
96169,2017-12-02,4
961708,2017-12-02,4
961723,2017-12-02,4
961739,2017-12-02,4
961753,2017-12-02,4
961757,2017-12-02,4
961784,2017-12-02,4
961801,2017-12-02,4
961839,2017-12-02,4
961860,2017-12-02,4
961914,2017-12-02,4
96192,2017-12-02,4
962017,2017-12-02,4
962053,2017-12-02,4
962181,2017-12-02,4
962200,2017-12-02,4
962243,2017-12-02,4
962276,2017-12-02,4
962289,2017-12-02,4
962316,2017-12-02,4
962363,2017-12-02,4
962367,2017-12-02,4
962481,2017-12-02,4
962483,2017-12-02,4
962515,2017-12-02,4
962516,2017-12-02,4
962525,2017-12-02,4
962540,2017-12-02,4
962619,2017-12-02,4
962620,2017-12-02,4
962644,2017-12-02,4
962717,2017-12-02,4
962739,2017-12-02,4
962768,2017-12-02,4
962774,2017-12-02,4
962793,2017-12-02,4
962835,2017-12-02,4
96284,2017-12-02,4
962860,2017-12-02,4
962981,2017-12-02,4
963026,2017-12-02,4
963065,2017-12-02,4
963109,2017-12-02,4
963124,2017-12-02,4
963142,2017-12-02,4
963166,2017-12-02,4
963241,2017-12-02,4
963288,2017-12-02,4
963392,2017-12-02,4
963404,2017-12-02,4
963470,2017-12-02,4
963493,2017-12-02,4
963508,2017-12-02,4
963523,2017-12-02,4
963534,2017-12-02,4
963557,2017-12-02,4
963568,2017-12-02,4
963571,2017-12-02,4
963577,2017-12-02,4
963609,2017-12-02,4
963629,2017-12-02,4
963681,2017-12-02,4
963694,2017-12-02,4
963696,2017-12-02,4
963703,2017-12-02,4
963778,2017-12-02,4
963796,2017-12-02,4
963814,2017-12-02,4
963833,2017-12-02,4
963858,2017-12-02,4
963864,2017-12-02,4
963872,2017-12-02,4
963877,2017-12-02,4
963899,2017-12-02,4
963973,2017-12-02,4
963974,2017-12-02,4
964033,2017-12-02,4
964073,2017-12-02,4
964075,2017-12-02,4
964125,2017-12-02,4
96418,2017-12-02,4
964210,2017-12-02,4
964217,2017-12-02,4
964223,2017-12-02,4
96424,2017-12-02,4
964261,2017-12-02,4
964311,2017-12-02,4
96442,2017-12-02,4
964441,2017-12-02,4
964484,2017-12-02,4
964486,2017-12-02,4
964523,2017-12-02,4
964534,2017-12-02,4
964535,2017-12-02,4
964611,2017-12-02,4
964621,2017-12-02,4
964636,2017-12-02,4
964653,2017-12-02,4
964670,2017-12-02,4
964693,2017-12-02,4
964695,2017-12-02,4
964728,2017-12-02,4
96477,2017-12-02,4
964771,2017-12-02,4
964783,2017-12-02,4
964880,2017-12-02,4
964919,2017-12-02,4
96495,2017-12-02,4
965018,2017-12-02,4
965038,2017-12-02,4
965059,2017-12-02,4
965082,2017-12-02,4
965084,2017-12-02,4
965096,2017-12-02,4
965105,2017-12-02,4
965113,2017-12-02,4
965117,2017-12-02,4
965176,2017-12-02,4
965202,2017-12-02,4
965247,2017-12-02,4
965267,2017-12-02,4
965340,2017-12-02,4
965347,2017-12-02,4
9654,2017-12-02,4
965424,2017-12-02,4
965436,2017-12-02,4
965447,2017-12-02,4
965450,2017-12-02,4
965511,2017-12-02,4
965531,2017-12-02,4
96554,2017-12-02,4
965559,2017-12-02,4
965574,2017-12-02,4
965622,2017-12-02,4
965648,2017-12-02,4
96568,2017-12-02,4
965685,2017-12-02,4
965689,2017-12-02,4
965794,2017-12-02,4
965836,2017-12-02,4
96591,2017-12-02,4
965958,2017-12-02,4
965967,2017-12-02,4
966015,2017-12-02,4
966027,2017-12-02,4
966046,2017-12-02,4
966096,2017-12-02,4
966113,2017-12-02,4
966181,2017-12-02,4
966218,2017-12-02,4
966294,2017-12-02,4
966318,2017-12-02,4
966320,2017-12-02,4
966332,2017-12-02,4
96642,2017-12-02,4
96643,2017-12-02,4
966431,2017-12-02,4
966452,2017-12-02,4
966456,2017-12-02,4
966476,2017-12-02,4
96648,2017-12-02,4
